item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
S5-0209,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0210,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0211,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0212,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0213,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0214,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0215,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0216,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0217,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0218,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,dosimetry,,monitoring,general radiography,"For personnel monitoring, the primary purpose of a dosimeter is to:",Measure occupational radiation exposure for recordkeeping and safety compliance,Reduce patient dose by automatic exposure control,Measure kVp accuracy,Eliminate the need for shielding,A,Dosimeters monitor accumulated occupational dose and support regulatory compliance.,chatgpt,2026-03-01,single,A,
S5-0219,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0220,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0221,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0222,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0223,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,fluoro safety,,personnel protection,fluoroscopy,Which protective device is specifically used to cover the Bucky slot during fluoroscopy to reduce scatter to personnel?,Protective Bucky slot cover,Thyroid shield,Gonadal shield,Compensating filter,A,The Bucky slot cover reduces scatter escaping from the table-side opening during fluoroscopy.,chatgpt,2026-03-01,single,A,
S5-0224,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0225,1,draft,RAD_2022_Jan,Safety,Radiation Protection,4,,fluoro safety,,personnel protection,fluoroscopy,Which protective device is specifically used to cover the Bucky slot during fluoroscopy to reduce scatter to personnel?,Protective Bucky slot cover,Thyroid shield,Gonadal shield,Compensating filter,A,The Bucky slot cover reduces scatter escaping from the table-side opening during fluoroscopy.,chatgpt,2026-03-01,single,A,
S5-0226,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0227,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0228,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0229,1,draft,RAD_2022_Jan,Safety,Radiation Protection,4,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0230,1,draft,RAD_2022_Jan,Safety,Radiation Protection,4,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0231,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,fluoro safety,,personnel protection,fluoroscopy,Which protective device is specifically used to cover the Bucky slot during fluoroscopy to reduce scatter to personnel?,Protective Bucky slot cover,Thyroid shield,Gonadal shield,Compensating filter,A,The Bucky slot cover reduces scatter escaping from the table-side opening during fluoroscopy.,chatgpt,2026-03-01,single,A,
S5-0232,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,dosimetry,,monitoring,general radiography,"For personnel monitoring, the primary purpose of a dosimeter is to:",Measure occupational radiation exposure for recordkeeping and safety compliance,Reduce patient dose by automatic exposure control,Measure kVp accuracy,Eliminate the need for shielding,A,Dosimeters monitor accumulated occupational dose and support regulatory compliance.,chatgpt,2026-03-01,single,A,
S5-0233,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0234,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0235,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0236,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,dosimetry,,monitoring,general radiography,"For personnel monitoring, the primary purpose of a dosimeter is to:",Measure occupational radiation exposure for recordkeeping and safety compliance,Reduce patient dose by automatic exposure control,Measure kVp accuracy,Eliminate the need for shielding,A,Dosimeters monitor accumulated occupational dose and support regulatory compliance.,chatgpt,2026-03-01,single,A,
S5-0237,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0238,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0239,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0240,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0241,1,draft,RAD_2022_Jan,Safety,Radiation Protection,4,,collimation/scatter,,,general radiography,Which is the BEST justification for collimation?,"Reduces patient dose and scatter, improving image quality",Increases scatter to fill the detector,Allows lower SID without geometric blur,Eliminates the need for grids,A,"Collimation decreases volume irradiated, reducing scatter and dose while improving contrast.",chatgpt,2026-03-01,single,A,
S5-0242,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,fluoro safety,,personnel protection,fluoroscopy,Which protective device is specifically used to cover the Bucky slot during fluoroscopy to reduce scatter to personnel?,Protective Bucky slot cover,Thyroid shield,Gonadal shield,Compensating filter,A,The Bucky slot cover reduces scatter escaping from the table-side opening during fluoroscopy.,chatgpt,2026-03-01,single,A,
S5-0243,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,dosimetry,,monitoring,general radiography,"For personnel monitoring, the primary purpose of a dosimeter is to:",Measure occupational radiation exposure for recordkeeping and safety compliance,Reduce patient dose by automatic exposure control,Measure kVp accuracy,Eliminate the need for shielding,A,Dosimeters monitor accumulated occupational dose and support regulatory compliance.,chatgpt,2026-03-01,single,A,
S5-0244,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,fluoro safety,,personnel protection,fluoroscopy,Which protective device is specifically used to cover the Bucky slot during fluoroscopy to reduce scatter to personnel?,Protective Bucky slot cover,Thyroid shield,Gonadal shield,Compensating filter,A,The Bucky slot cover reduces scatter escaping from the table-side opening during fluoroscopy.,chatgpt,2026-03-01,single,A,
S5-0245,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0246,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0247,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0248,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,scatter,,ALARA,portable radiography,A technologist should stand where during mobile radiography to reduce exposure?,At least 6 feet away and at right angles to the primary beam when possible,Directly behind the x-ray tube housing,"Next to the patient’s head, in line with the beam",Anywhere; scatter is negligible,A,Distance and positioning at right angles reduce scatter exposure; follow facility policy.,chatgpt,2026-03-01,single,A,
S5-0249,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Which action BEST reduces patient skin dose without significantly affecting image receptor exposure?,Add appropriate filtration,Increase mAs significantly,Decrease SID,Increase OID,A,Filtration removes low-energy photons that contribute to skin dose while preserving beam penetration.,chatgpt,2026-03-01,single,A,
S5-0250,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0251,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0252,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0253,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0254,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0255,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0256,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0257,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0258,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0259,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0260,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0261,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0262,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0263,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0264,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0265,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0266,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0267,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0268,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0269,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0270,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0271,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0272,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0273,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0274,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0275,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0276,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0277,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0278,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0279,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0280,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0281,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0282,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0283,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0284,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0285,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
